id,dut,categories,test,description,inputs,result,messages
516,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.14) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),FAIL,"Host 192.2.255.26 (src: 192.0.255.14, vrf: default, size: 100B, repeat: 1) - Unreachable"
517,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.14) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),FAIL,"Host 192.2.255.1 (src: 192.0.255.14, vrf: default, size: 100B, repeat: 1) - Unreachable"
518,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.14) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),FAIL,"Host 192.2.255.2 (src: 192.0.255.14, vrf: default, size: 100B, repeat: 1) - Unreachable"
519,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.14) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),FAIL,"Host 192.2.255.3 (src: 192.0.255.14, vrf: default, size: 100B, repeat: 1) - Unreachable"
520,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.30.255.67) - Destination: Site1-S1 Ethernet2/1 (IP: 172.30.255.66),PASS,
521,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.30.255.69) - Destination: Site1-S2 Ethernet2/1 (IP: 172.30.255.68),PASS,
522,Site1-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.30.255.71) - Destination: Site1-S3 Ethernet2/1 (IP: 172.30.255.70),PASS,
523,Site1-L2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
524,Site1-L2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
525,Site1-L2,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
526,Site1-L2,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
527,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet1 - test eth1 trunk port = 'up',FAIL,"Ethernet1 - Expected: up/up, Actual: down/down"
528,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet2 - test eth2 routed port = 'up',PASS,
529,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site1-S1_Ethernet2/1 = 'up',PASS,
530,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site1-S2_Ethernet2/1 = 'up',PASS,
531,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site1-S3_Ethernet2/1 = 'up',PASS,
532,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
533,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
534,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
535,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
536,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
537,Site1-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
538,Site1-L2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
539,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
540,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,PASS,
541,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
542,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.17']
543,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.18']
544,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.19']
545,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,PASS,
546,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
547,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,PASS,
548,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
549,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
550,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.17']
551,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.18']
552,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.19']
553,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,PASS,
554,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,PASS,
555,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.1']
556,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.2']
557,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.3']
558,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.23']
559,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.24']
560,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
561,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.27']
562,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.28']
563,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.29']
564,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.1']
565,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.2']
566,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.23']
567,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.24']
568,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
569,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
570,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.27']
571,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.28']
572,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.29']
573,Site1-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.3']
574,Site1-L2,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
575,Site1-L2,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
576,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S1 (IP: 192.0.255.1),PASS,
577,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S2 (IP: 192.0.255.2),PASS,
578,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S3 (IP: 192.0.255.3),PASS,
579,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-L4 (IP: 10.255.251.25),PASS,
580,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S1 (IP: 172.30.255.72),PASS,
581,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S2 (IP: 172.30.255.74),PASS,
582,Site1-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S3 (IP: 172.30.255.76),PASS,
583,Site1-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet49/1 - Remote: Site1-L4 Ethernet49/1,PASS,
584,Site1-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet50/1 - Remote: Site1-L4 Ethernet50/1,PASS,
585,Site1-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet51/1 - Remote: Site1-S1 Ethernet3/1,PASS,
586,Site1-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet52/1 - Remote: Site1-S2 Ethernet3/1,PASS,
587,Site1-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet53/1 - Remote: Site1-S3 Ethernet3/1,PASS,
